Kustannuspaikan nro;Rakennuksen nimi;Rakennusnro;Rakennuksen osoite;Rakennuksen kayttotarkoitus;Latitude;Longitude;Rakennuksen brutto pinta-ala;Valmistumisvuosi;Peruskorjausvuosi;Laajennusvuosi;Kiinteiston id;Kiinteistotunnus;Kiinteiston osoite;Kiinteiston pinta-ala;Tilatunniste;Kerros numerona;Vuokratilanne;Vuokrattava huoneistoala;Huoneiston version alkupvm;Huoneiston version loppupvm;Huoneiston lisatiedot;Huoneiston sopimusnro;Huoneiston kayttotarkoitus;Huoneiston alv;Huoneiston markkinavuokra
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-25;1,0;No;15.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-26;1,0;Yes;86.50;13.10.2020 00:00;31.10.2020 23:59;;10001270;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-27;1,0;Yes;255.00;4.9.2019 14:13;;;10001289;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-28;1,0;No;20.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-29;1,0;No;100.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-3;1,0;Yes;66.50;15.7.2020 00:00;;;;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-30;1,0;No;77.50;4.9.2019 14:13;;;;Varasto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-31;1,0;No;5.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-33;1,0;Yes;32.50;4.9.2019 14:13;;;10001269;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-34;1,0;Yes;32.50;4.9.2019 14:13;;;10001289;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-4;1,0;Yes;17.00;15.7.2020 00:00;;;;Muu;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-5;1,0;Yes;155.00;15.7.2020 00:00;;;;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-6;1,0;Yes;20.00;4.9.2019 14:13;;;10001289;Varasto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-7;1,0;No;10.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-8;1,0;No;28.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F1-9;1,0;No;43.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-1;2,0;Yes;712.00;4.9.2019 14:13;;;10001291;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-2;2,0;Yes;286.50;4.9.2019 14:13;;;10001291;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-3;2,0;Yes;413.50;4.9.2019 14:13;;;10001295;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-4;2,0;Yes;134.00;4.9.2019 14:13;;;10001288;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-6;2,0;No;14.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-7;2,0;No;15.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-8;2,0;No;9.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F2-9;2,0;No;32.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-1;3,0;Yes;320.50;4.9.2019 14:13;;;10001291;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-10;3,0;No;24.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-2;3,0;Yes;688.00;4.9.2019 14:13;;;10001291;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-3;3,0;Yes;120.00;4.9.2019 14:13;;;10001279;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-4;3,0;Yes;152.00;4.9.2019 14:13;;;10001287;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-5;3,0;Yes;255.00;4.9.2019 14:13;;;10001287;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-6;3,0;No;15.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-7;3,0;No;14.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-8;3,0;No;18.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F3-9;3,0;No;19.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-1;4,0;Yes;777.50;4.9.2019 14:13;;;10001289;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-10;4,0;No;18.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-2;4,0;Yes;195.50;4.9.2019 14:13;;;10001291;Liiketila;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-3;4,0;Yes;563.00;4.9.2019 14:13;;;10001286;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-4;4,0;No;14.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-5;4,0;No;26.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-6;4,0;No;5.50;4.9.2019 14:13;;;;Muu;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-7;4,0;No;21.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F4-8;4,0;No;9.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F-5-12;5,0;No;390.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-1;5,0;Yes;181.00;4.9.2019 14:13;;;10001284;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-10;5,0;No;5.50;4.9.2019 14:13;;;;Muu;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-11;5,0;No;18.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-2;5,0;Yes;173.00;4.9.2019 14:13;;;10001496;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-3;5,0;Yes;55.00;4.9.2019 14:13;;;10001283;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-4;5,0;Yes;66.00;4.9.2019 14:13;;;10001285;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-5;5,0;Yes;205.00;4.9.2019 14:13;31.10.2020 23:59;;;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-6;5,0;Yes;77.00;15.7.2020 00:00;;;;Toimisto;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-7;5,0;No;14.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-8;5,0;No;46.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F5-9;5,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1205;Talaskuja 3;TAL03;Talaskuja 3;Hoitoalan rakennukset;60,99866507039390;24,47989822064640;8605.00;2011;;;181;109-5-2-17;Talaskuja 3;4853.00;F6-1;6,0;Yes;72.50;15.7.2020 00:00;;;;Toimisto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;B1-01;0,0;Yes;145.00;4.9.2019 14:13;;;;Varasto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;B1-03;0,0;Yes;44.00;4.9.2019 14:13;;;;Muu;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;B1-04;0,0;Yes;44.50;4.9.2019 14:13;;;;Varasto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;B1-05;0,0;Yes;21.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;B1-06;0,0;Yes;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;B1-07;0,0;No;36.50;4.9.2020 00:00;;;;Tekniset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-01;1,0;Yes;746.50;16.7.2020 00:00;;;1234;Toimisto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-03;1,0;Yes;941.50;4.9.2019 14:13;;;;Toimisto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-04;1,0;Yes;979.00;4.9.2019 14:13;;;;Muu;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-06;1,0;Yes;15.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-07;1,0;Yes;214.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-11;1,0;No;9.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F1-12;1,0;Yes;8.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-01;2,0;Yes;730.00;4.9.2019 14:13;;;;Toimisto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-03;2,0;Yes;929.50;4.9.2019 14:13;;;;Toimisto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-04;2,0;Yes;22.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-05;2,0;Yes;30.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-06;2,0;No;75.00;4.9.2020 00:00;;;;Tekniset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-07;2,0;No;50.00;4.9.2020 00:00;;;;Tekniset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-08;2,0;Yes;8.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F2-09;2,0;No;9.50;4.9.2020 00:00;;;;Tekniset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F3-01;3,0;Yes;931.50;4.9.2019 14:13;;;;Toimisto;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F3-02;3,0;Yes;15.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F3-03;3,0;Yes;29.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F3-04;3,0;No;164.50;4.9.2020 00:00;;;;Tekniset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F4-01;4,0;No;10.00;9.9.2020 00:00;;;;Julkiset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F4-02;4,0;No;216.50;4.9.2020 00:00;;;;Tekniset tilat;No;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F4-03;4,0;Yes;101.00;4.9.2019 14:13;;;;Muu;Yes;
1206;Lämpömiehenkuja 2;LAM02;Lämpömiehenkuja 2;Opetusrakennukset;60,18251616477670;24,83122900040960;7380.50;2001;2018;;184;49-10-14-7;;16911.00;F4-04;4,0;Yes;15.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F1-01;1,0;Yes;12.50;23.7.2020 00:00;;;;Julkiset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F1-02;1,0;No;56.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F1-03;1,0;Yes;492.00;4.9.2019 14:13;;;;Liiketila;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F1-08;1,0;No;4.00;4.9.2019 14:13;;;;Varasto;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F1-11;1,0;No;3.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F1-4;1,0;No;19.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F2-01;2,0;Yes;13.00;23.7.2020 00:00;;;;Julkiset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F2-02;2,0;Yes;301.50;10.9.2020 00:00;;;;Muu;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F2-04;2,0;No;12.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F2-05;2,0;No;1.00;15.7.2020 00:00;;;;Tekniset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F3-01;3,0;Yes;13.00;23.7.2020 00:00;;;;Julkiset tilat;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F3-02;3,0;Yes;123.00;4.9.2019 14:13;;;;Toimisto;Yes;
1207;Lämpömiehenkuja 3 (Panimo);LAM3B;Lämpömiehenkuja 3;Muut rakennukset;60,18155356085680;24,83085822227180;1378.00;1959;2000 (sähkö &lvi), 2017 (paloilm.), 2017 (sähköt &lvi);1985;185;49-10-14-7;;8757.00;F3-03;3,0;Yes;90.00;11.9.2020 00:00;;;;Toimisto;Yes;
